http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L189	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WA2571	10.1017/S0031182019000283	Minardi, D., Studholme, D. J., Oidtmann, B., Pretto, T., & Van Der Giezen, M. (2019). Improved method for genotyping the causative agent of crayfish plague (Aphanomyces astaci) based on mitochondrial DNA. Parasitology, 146(8), 1022-1029.	52.530297	0.6990687502	Low	Austropotamobius pallipes	Aphanomyces astaci	2010	Mihaela C. Ion
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L190	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WH5080	10.1051/kmae/2015037	Collas, M., Becking, T., Delpy, M., Pflieger, M., Bohn, P., Reynolds, J., & Grandjean, F. (2016). Monitoring of white-clawed crayfish (Austropotamobius pallipes) population during a crayfish plague outbreak followed by rescue. Knowledge and management of aquatic ecosystems, (417), 1.	47.42611111	7.26416667	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Frédéric Grandjean

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	URL	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L191	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1782	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.3938	-8.6439	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L192	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1783	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.39724	-8.66161	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L193	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1784	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.401	-8.575	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L194	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1785	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.40174	-8.57543	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L195	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1786	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.40913	-8.43936	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L196	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1787	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.42356	-8.66107	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L197	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1794	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.51892	-8.7183	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L198	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1801	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	52.5687	-8.7839	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L199	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1830	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.37373	-7.78011	High	Austropotamobius pallipes	Aphanomyces astaci	2020	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L200	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1856	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.93793	-9.1034	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L201	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1857	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.96741	-8.93039	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L202	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1858	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.97244	-8.30143	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L203	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1859	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.98731	-8.48662	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L204	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1860	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	53.99971	-8.50383	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L205	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1862	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	54.01165	-8.49266	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L206	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1863	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20Programme%202020-2021.pdf	Swords, F.; Griffin, B.; White, S.; Cheslett, D.; Geary, M.; Brenan, A.; Coakley, C.; Nelson, B. The National Crayfish Plague Surveillance Program, Ireland—2020–2021; Marine Institute: Galway, Ireland; p. 38.	54.03657	-8.81681	High	Austropotamobius pallipes	Aphanomyces astaci	2021	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L207	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1887	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.3744	-7.92713	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L208	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1890	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.49639	-8.69598	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L209	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1891	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.52044	-8.718864	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L210	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1893	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.544312	-8.768689	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L211	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1894	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.568764	-8.784244	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L212	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1895	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.63815	-7.200898	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L213	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1902	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.13783	-7.06406	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L214	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1906	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.2205	-6.9929	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L215	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1915	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.34584	-8.94251	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L216	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1919	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.37373	-7.78011	High	Austropotamobius pallipes	Aphanomyces astaci	2020	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L217	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1921	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.418736	-7.898381	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L218	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1924	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	53.526591	-8.284556	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L219	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1937	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	54.058216	-8.194808	High	Austropotamobius pallipes	Aphanomyces astaci	2019	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L220	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1950	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	54.40789	-7.28658	High	Austropotamobius pallipes	Aphanomyces astaci	2018	Bogna Griffin
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L221	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI1951	https://www.fisheriesireland.ie/news/press-releases/investigation-underway-into-cause-of-crayfish-plague-on-river-bruskey-near	Fisheries Ireland. (2024, March 9). Investigation underway into cause of crayfish plague on River Bruskey near [Press release]	53.8746	-7.40895	High	Austropotamobius pallipes	Aphanomyces astaci	2015	Daniel J. Brady

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	DOI	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L222	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2008	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	53.81237	-7.47556	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L223	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2011	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	53.85715	-7.56243	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L224	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2014	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	53.89718	-7.34049	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L225	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2016	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	53.9101	-7.48393	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L226	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2017	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	53.92282	-7.36651	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L227	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2019	10.1051/kmae/2022011	Mirimin, L., Brady, D., Gammell, M., Lally, H., Minto, C., Graham, C. T., ... & Nelson, B. (2022). Investigation of the first recent crayfish plague outbreak in Ireland and its subsequent spread in the Bruskey River and surrounding areas. Knowledge & Management of Aquatic Ecosystems, (423), 13.	54.05228	-7.07193	High	Austropotamobius pallipes	Aphanomyces astaci	2016	Daniel J. Brady

http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	WoCID	URL	Citation	X	Y	Accuracy	Crayfish_scientific_name	Pathogen_symbiont_present	Year_of_observation	Contributor
line:xlsx:hash://sha256/9e39c455e1ff8023d824acd57a86651c913869a6fbf3ed7b6e320cc778cac072!/Sheet1!/L228	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	WI2020	https://www.fishhealth.ie/fhu/sites/default/files/FHU_Files/Report%20National%20Crayfish%20Plague%20Surveillance%20program%202018_2019%20-%20Final.pdf	White, S.; Griffin, B.; Swords, F.; O’Toole, C.; Morrissey, T.; Cheslett, D.; Geary, M.; Brenan, A.; Viljamaa-Dirks, S.; Panteleit, J.; et al. The National Crayfish Plague Surveillance Program, Ireland—2018–2019; Marine Institute: Galway, Ireland, 2020; p. 32	52.349366	-7.44372	High	Austropotamobius pallipes	Aphanomyces astaci	2017	Daniel J. Brady
